"interpro_accession","total_freq","inKaKs2","geneid_vec","interpro_description","geneid_vec_wKaKs2","expected_freq","IDlong","fisher_res","fisher_res_BF","fisher_res_Holm","fisher_res_BH","fisher_res_BY"
"IPR021867",2,1,"FUN_002190,FUN_003567","S-adenosylmethionine-dependent methyltransferase Bmt2-like","FUN_003567",0.00821627352239597,"S-adenosylmethionine-dependent methyltransferase Bmt2-like IPR021867",0.00819947418992558,1,1,1,1
"IPR025249",2,1,"FUN_014288,FUN_016540","KH domain, NusA-like","FUN_016540",0.00821627352239597,"KH domain, NusA-like IPR025249",0.00819947418992558,1,1,1,1
"IPR026040",2,1,"FUN_002226,FUN_013027","Hydroxypyruvate isomerase-like","FUN_002226",0.00821627352239597,"Hydroxypyruvate isomerase-like IPR026040",0.00819947418992558,1,1,1,1
"IPR026893",2,1,"FUN_002258,FUN_001746","Tyrosine/serine-protein phosphatase IphP-type","FUN_001746",0.00821627352239597,"Tyrosine/serine-protein phosphatase IphP-type IPR026893",0.00819947418992558,1,1,1,1
"IPR027244",2,1,"FUN_000964,FUN_000964","Vacuolar membrane-associated protein Iml1","FUN_000964",0.00821627352239597,"Vacuolar membrane-associated protein Iml1 IPR027244",0.00819947418992558,1,1,1,1
"IPR030842",2,1,"FUN_014288,FUN_016540","Transcription termination/antitermination protein NusA, bacterial","FUN_016540",0.00821627352239597,"Transcription termination/antitermination protein NusA, bacterial IPR030842",0.00819947418992558,1,1,1,1
"IPR039902",2,1,"FUN_005622,FUN_009637","Coiled-coil domain-containing protein CCDC148/CCDC112","FUN_009637",0.00821627352239597,"Coiled-coil domain-containing protein CCDC148/CCDC112 IPR039902",0.00819947418992558,1,1,1,1
"IPR004166",3,1,"FUN_003341,FUN_002638,FUN_002697","MHCK/EF2 kinase","FUN_002697",0.012324410283594,"MHCK/EF2 kinase IPR004166",0.0122740806666538,1,1,1,1
"IPR005999",3,1,"FUN_015329,FUN_014848,FUN_010938","Glycerol kinase","FUN_010938",0.012324410283594,"Glycerol kinase IPR005999",0.0122740806666538,1,1,1,1
"IPR007259",3,1,"FUN_003011,FUN_005836,FUN_005260","Gamma-tubulin complex component protein","FUN_005260",0.012324410283594,"Gamma-tubulin complex component protein IPR007259",0.0122740806666538,1,1,1,1
"IPR027073",3,1,"FUN_003351,FUN_006603,FUN_004966","5'-3' exoribonuclease","FUN_003351",0.012324410283594,"5'-3' exoribonuclease IPR027073",0.0122740806666538,1,1,1,1
"IPR039143",3,1,"FUN_006191,FUN_006190,FUN_015108","Glucosamine 6-phosphate N-acetyltransferase","FUN_006190",0.012324410283594,"Glucosamine 6-phosphate N-acetyltransferase IPR039143",0.0122740806666538,1,1,1,1
"IPR039761",3,1,"FUN_002582,FUN_008139,FUN_008139","Ribosome biogenesis protein Bms1/Tsr1","FUN_008139",0.012324410283594,"Ribosome biogenesis protein Bms1/Tsr1 IPR039761",0.0122740806666538,1,1,1,1
"IPR039904",3,1,"FUN_003462,FUN_007896,FUN_003460","TPR and ankyrin repeat-containing protein 1","FUN_003460",0.012324410283594,"TPR and ankyrin repeat-containing protein 1 IPR039904",0.0122740806666538,1,1,1,1
"IPR039989",3,1,"FUN_002410,FUN_002410,FUN_009180","ADP-ribose pyrophosphatase, mitochondrial","FUN_009180",0.012324410283594,"ADP-ribose pyrophosphatase, mitochondrial IPR039989",0.0122740806666538,1,1,1,1
"IPR015943",351,5,"FUN_004442,FUN_002325,FUN_000772,FUN_001969,FUN_001969,FUN_002584,FUN_002584,FUN_001833,FUN_001833,FUN_001833,FUN_001833,FUN_001833,FUN_001942,FUN_001942,FUN_001265,FUN_001265,FUN_001265,FUN_004187,FUN_004187,FUN_003509,FUN_003509,FUN_003509,FUN_003509,FUN_000816,FUN_000816,FUN_002117,FUN_002117,FUN_002117,FUN_002117,FUN_000889,FUN_000889,FUN_000010,FUN_000010,FUN_000293,FUN_001914,FUN_004000,FUN_004000,FUN_004000,FUN_004000,FUN_003794,FUN_004385,FUN_000764,FUN_003770,FUN_004252,FUN_003830,FUN_000921,FUN_003954,FUN_001369,FUN_000632,FUN_001888,FUN_003325,FUN_003325,FUN_003325,FUN_003325,FUN_002113,FUN_001828,FUN_002313,FUN_002750,FUN_002750,FUN_000944,FUN_000944,FUN_000959,FUN_000040,FUN_000040,FUN_001987,FUN_001613,FUN_001613,FUN_002366,FUN_003020,FUN_003505,FUN_003505,FUN_000433,FUN_000433,FUN_001635,FUN_001635,FUN_001635,FUN_000089,FUN_000077,FUN_000077,FUN_003801,FUN_000399,FUN_000299,FUN_000299,FUN_000203,FUN_000203,FUN_000686,FUN_001612,FUN_001612,FUN_001579,FUN_003094,FUN_000726,FUN_004288,FUN_004288,FUN_004288,FUN_002954,FUN_002954,FUN_001211,FUN_001212,FUN_003069,FUN_003069,FUN_003069,FUN_003069,FUN_003069,FUN_003069,FUN_003069,FUN_001081,FUN_001081,FUN_001081,FUN_001461,FUN_002765,FUN_002765,FUN_000569,FUN_000797,FUN_000356,FUN_002446,FUN_003923,FUN_003923,FUN_000033,FUN_003686,FUN_003686,FUN_003686,FUN_000448,FUN_003060,FUN_001111,FUN_000493,FUN_000493,FUN_002238,FUN_000450,FUN_002798,FUN_002798,FUN_001997,FUN_001997,FUN_000522,FUN_001299,FUN_001299,FUN_001299,FUN_002312,FUN_002312,FUN_001949,FUN_006138,FUN_006138,FUN_006138,FUN_006138,FUN_005365,FUN_008593,FUN_007755,FUN_007755,FUN_006826,FUN_004691,FUN_004691,FUN_008470,FUN_008096,FUN_008096,FUN_005074,FUN_005074,FUN_005074,FUN_004927,FUN_008231,FUN_006796,FUN_006796,FUN_008218,FUN_008218,FUN_007413,FUN_007413,FUN_007413,FUN_005337,FUN_006476,FUN_008378,FUN_008228,FUN_008228,FUN_008228,FUN_007049,FUN_007049,FUN_007049,FUN_005769,FUN_009117,FUN_008523,FUN_005985,FUN_008379,FUN_005816,FUN_005816,FUN_006601,FUN_008410,FUN_008410,FUN_008410,FUN_006315,FUN_008039,FUN_008893,FUN_008893,FUN_005749,FUN_005749,FUN_007253,FUN_007253,FUN_007253,FUN_007253,FUN_008221,FUN_008221,FUN_005276,FUN_005276,FUN_006546,FUN_006546,FUN_005467,FUN_005467,FUN_005467,FUN_006265,FUN_006265,FUN_005690,FUN_006300,FUN_008423,FUN_008240,FUN_007147,FUN_007147,FUN_007147,FUN_007147,FUN_004678,FUN_007385,FUN_007385,FUN_007385,FUN_008630,FUN_008630,FUN_006772,FUN_006772,FUN_006589,FUN_008756,FUN_008297,FUN_008757,FUN_008757,FUN_004594,FUN_004594,FUN_008272,FUN_008272,FUN_006350,FUN_006350,FUN_005419,FUN_005433,FUN_005433,FUN_005433,FUN_007143,FUN_008646,FUN_007688,FUN_006902,FUN_011255,FUN_011255,FUN_011255,FUN_011255,FUN_011255,FUN_011255,FUN_010773,FUN_010212,FUN_010212,FUN_014251,FUN_009681,FUN_014256,FUN_014256,FUN_011246,FUN_012822,FUN_009979,FUN_009556,FUN_009556,FUN_011934,FUN_011934,FUN_014662,FUN_014662,FUN_011671,FUN_011671,FUN_011300,FUN_010400,FUN_013281,FUN_010451,FUN_012399,FUN_012399,FUN_010784,FUN_009739,FUN_011946,FUN_011946,FUN_009840,FUN_009840,FUN_011802,FUN_011802,FUN_011802,FUN_011802,FUN_009560,FUN_009723,FUN_009723,FUN_009300,FUN_009770,FUN_009770,FUN_010365,FUN_009402,FUN_010522,FUN_009822,FUN_009822,FUN_009403,FUN_009403,FUN_009778,FUN_009778,FUN_011029,FUN_010207,FUN_015768,FUN_015768,FUN_015768,FUN_015768,FUN_016650,FUN_016650,FUN_016650,FUN_016650,FUN_016195,FUN_016195,FUN_016730,FUN_015036,FUN_015036,FUN_016723,FUN_016723,FUN_016723,FUN_016077,FUN_015034,FUN_015870,FUN_016692,FUN_016692,FUN_016692,FUN_016692,FUN_015155,FUN_015376,FUN_015376,FUN_015426,FUN_003968,FUN_001529,FUN_008535,FUN_008535,FUN_010162,FUN_004259,FUN_002099,FUN_001473,FUN_005259,FUN_003782,FUN_009623,FUN_000165,FUN_000165,FUN_000779,FUN_010957,FUN_010957,FUN_000076,FUN_003354,FUN_010001,FUN_005117,FUN_005117,FUN_005117,FUN_003619,FUN_003619,FUN_009104,FUN_009104","WD40/YVTN repeat-like-containing domain superfamily","FUN_003954,FUN_008470,FUN_006476,FUN_005749,FUN_016692",1.44195600318049,"WD40/YVTN repeat-like-containing domain superfamily IPR015943",0.0153923529104298,1,1,1,1
"IPR014720",4,1,"FUN_002205,FUN_006257,FUN_014498,FUN_016844","Double-stranded RNA-binding domain","FUN_002205",0.0164325470447919,"Double-stranded RNA-binding domain IPR014720",0.0163320242948054,1,1,1,1
"IPR026914",4,1,"FUN_008059,FUN_008059,FUN_008059,FUN_008059","Calsyntenin","FUN_008059",0.0164325470447919,"Calsyntenin IPR026914",0.0163320242948054,1,1,1,1
"IPR041442",4,1,"FUN_004424,FUN_002876,FUN_007015,FUN_012292","PIH1D1/2/3, CS-like domain","FUN_004424",0.0164325470447919,"PIH1D1/2/3, CS-like domain IPR041442",0.0163320242948054,1,1,1,1
"IPR043203",4,1,"FUN_001019,FUN_001019,FUN_007678,FUN_014856","Voltage-gated cation channel calcium and sodium","FUN_001019",0.0164325470447919,"Voltage-gated cation channel calcium and sodium IPR043203",0.0163320242948054,1,1,1,1
"IPR043366",4,1,"FUN_000326,FUN_000326,FUN_000326,FUN_000326","HECTD4","FUN_000326",0.0164325470447919,"HECTD4 IPR043366",0.0163320242948054,1,1,1,1
"IPR014016",5,1,"FUN_013650,FUN_014206,FUN_014206,FUN_013904,FUN_016840","UvrD-like helicase, ATP-binding domain","FUN_016840",0.0205406838059899,"UvrD-like helicase, ATP-binding domain IPR014016",0.0203733729018716,1,1,1,1
"IPR034739",5,1,"FUN_013650,FUN_013650,FUN_014206,FUN_013904,FUN_016840","UvrD/AddA helicase, N-terminal","FUN_016840",0.0205406838059899,"UvrD/AddA helicase, N-terminal IPR034739",0.0203733729018716,1,1,1,1
"IPR040122",5,1,"FUN_000876,FUN_000922,FUN_006422,FUN_005870,FUN_007591","Importin beta family","FUN_007591",0.0205406838059899,"Importin beta family IPR040122",0.0203733729018716,1,1,1,1
"IPR020635",55,2,"FUN_003522,FUN_003765,FUN_001425,FUN_001895,FUN_003424,FUN_003722,FUN_003150,FUN_001506,FUN_000987,FUN_000987,FUN_003751,FUN_003764,FUN_001178,FUN_003998,FUN_002476,FUN_000342,FUN_001871,FUN_006429,FUN_007028,FUN_007221,FUN_006912,FUN_006912,FUN_007863,FUN_007551,FUN_005678,FUN_005676,FUN_005676,FUN_006556,FUN_006428,FUN_006052,FUN_005677,FUN_010188,FUN_011206,FUN_011207,FUN_009869,FUN_009515,FUN_011302,FUN_010080,FUN_003086,FUN_006827,FUN_008008,FUN_003082,FUN_008870,FUN_008019,FUN_000020,FUN_010483,FUN_011106,FUN_011106,FUN_008250,FUN_009630,FUN_009630,FUN_010872,FUN_008826,FUN_004486,FUN_005383","Tyrosine-protein kinase, catalytic domain","FUN_008826,FUN_004486",0.225947521865889,"Tyrosine-protein kinase, catalytic domain IPR020635",0.0216276337682658,1,1,1,1
"IPR000212",6,1,"FUN_001134,FUN_001561,FUN_001561,FUN_013650,FUN_013904,FUN_016840","DNA helicase, UvrD/REP type","FUN_016840",0.0246488205671879,"DNA helicase, UvrD/REP type IPR000212",0.0243981940405258,1,1,1,1
"IPR003673",6,1,"FUN_012873,FUN_012873,FUN_013465,FUN_014473,FUN_010228,FUN_010228","CoA-transferase family III","FUN_010228",0.0246488205671879,"CoA-transferase family III IPR003673",0.0243981940405258,1,1,1,1
"IPR023606",6,1,"FUN_012873,FUN_012873,FUN_013465,FUN_014473,FUN_010228,FUN_010228","CoA-transferase family III domain superfamily","FUN_010228",0.0246488205671879,"CoA-transferase family III domain superfamily IPR023606",0.0243981940405258,1,1,1,1
"IPR038973",6,1,"FUN_001731,FUN_005714,FUN_013119,FUN_013119,FUN_015711,FUN_008459","DNA mismatch repair protein MutL/Mlh/Pms","FUN_008459",0.0246488205671879,"DNA mismatch repair protein MutL/Mlh/Pms IPR038973",0.0243981940405258,1,1,1,1
"IPR000577",7,1,"FUN_001235,FUN_001235,FUN_000179,FUN_015329,FUN_014848,FUN_016676,FUN_010938","Carbohydrate kinase, FGGY","FUN_010938",0.0287569573283859,"Carbohydrate kinase, FGGY IPR000577",0.0284065549897306,1,1,1,1
"IPR001017",7,1,"FUN_007528,FUN_008656,FUN_015935,FUN_015082,FUN_015959,FUN_015444,FUN_007687","Dehydrogenase, E1 component","FUN_015444",0.0287569573283859,"Dehydrogenase, E1 component IPR001017",0.0284065549897306,1,1,1,1
"IPR013022",7,1,"FUN_002226,FUN_013027,FUN_016710,FUN_016253,FUN_016707,FUN_016169,FUN_015624","Xylose isomerase-like, TIM barrel domain","FUN_002226",0.0287569573283859,"Xylose isomerase-like, TIM barrel domain IPR013022",0.0284065549897306,1,1,1,1
"IPR014782",7,1,"FUN_016199,FUN_016118,FUN_015770,FUN_016803,FUN_015927,FUN_015033,FUN_016390","Peptidase M1, membrane alanine aminopeptidase","FUN_016390",0.0287569573283859,"Peptidase M1, membrane alanine aminopeptidase IPR014782",0.0284065549897306,1,1,1,1
"IPR017981",7,1,"FUN_004092,FUN_008586,FUN_007378,FUN_005007,FUN_007377,FUN_009149,FUN_011247","GPCR, family 2-like","FUN_009149",0.0287569573283859,"GPCR, family 2-like IPR017981",0.0284065549897306,1,1,1,1
"IPR018484",7,1,"FUN_001235,FUN_000179,FUN_005654,FUN_015329,FUN_014848,FUN_016676,FUN_010938","Carbohydrate kinase, FGGY, N-terminal","FUN_010938",0.0287569573283859,"Carbohydrate kinase, FGGY, N-terminal IPR018484",0.0284065549897306,1,1,1,1
"IPR036322",163,3,"FUN_004442,FUN_002325,FUN_000772,FUN_001969,FUN_002584,FUN_001833,FUN_001833,FUN_001265,FUN_004187,FUN_002117,FUN_000889,FUN_000010,FUN_000293,FUN_001914,FUN_004000,FUN_004000,FUN_003794,FUN_004385,FUN_000764,FUN_001831,FUN_003770,FUN_000921,FUN_000921,FUN_004292,FUN_003954,FUN_001369,FUN_000632,FUN_001888,FUN_003325,FUN_002313,FUN_000685,FUN_002750,FUN_000944,FUN_000959,FUN_001987,FUN_001613,FUN_000433,FUN_001635,FUN_000089,FUN_000077,FUN_003801,FUN_000399,FUN_000299,FUN_000203,FUN_001612,FUN_003094,FUN_000726,FUN_004288,FUN_002954,FUN_001211,FUN_001212,FUN_003069,FUN_003069,FUN_001081,FUN_001461,FUN_002765,FUN_000569,FUN_000356,FUN_002446,FUN_003923,FUN_000448,FUN_003060,FUN_001111,FUN_000493,FUN_002798,FUN_001997,FUN_000522,FUN_001299,FUN_002312,FUN_001949,FUN_006138,FUN_005365,FUN_004765,FUN_008593,FUN_007755,FUN_006826,FUN_004691,FUN_005715,FUN_008470,FUN_008096,FUN_008231,FUN_006796,FUN_008218,FUN_006476,FUN_007306,FUN_008378,FUN_008228,FUN_007049,FUN_007049,FUN_005769,FUN_008523,FUN_005985,FUN_008379,FUN_005816,FUN_006601,FUN_008410,FUN_006315,FUN_008039,FUN_005749,FUN_007253,FUN_008221,FUN_005276,FUN_006546,FUN_006265,FUN_005690,FUN_006300,FUN_008423,FUN_008240,FUN_008711,FUN_007147,FUN_004678,FUN_007385,FUN_006589,FUN_008756,FUN_008297,FUN_008757,FUN_004594,FUN_008272,FUN_005419,FUN_005433,FUN_007688,FUN_006902,FUN_011255,FUN_011255,FUN_010212,FUN_009681,FUN_009556,FUN_011934,FUN_011300,FUN_010400,FUN_010451,FUN_010784,FUN_009739,FUN_009840,FUN_009560,FUN_009723,FUN_009300,FUN_009770,FUN_010365,FUN_009822,FUN_009403,FUN_009778,FUN_011029,FUN_010207,FUN_003968,FUN_001529,FUN_008535,FUN_010162,FUN_004259,FUN_002099,FUN_001473,FUN_005259,FUN_003782,FUN_009623,FUN_000165,FUN_000779,FUN_010957,FUN_010957,FUN_000076,FUN_003354,FUN_010001,FUN_005117,FUN_003619","WD40-repeat-containing domain superfamily","FUN_003954,FUN_006476,FUN_005749",0.669626292075272,"WD40-repeat-containing domain superfamily IPR036322",0.0300013654576603,1,1,1,1
"IPR000832",8,1,"FUN_008586,FUN_006895,FUN_007378,FUN_005007,FUN_007377,FUN_009149,FUN_011247,FUN_007729","GPCR, family 2, secretin-like","FUN_009149",0.0328650940895839,"GPCR, family 2, secretin-like IPR000832",0.0323985227558431,1,1,1,1
"IPR011611",8,1,"FUN_005756,FUN_007089,FUN_006204,FUN_005584,FUN_004620,FUN_013143,FUN_016842,FUN_006563","Carbohydrate kinase PfkB","FUN_005584",0.0328650940895839,"Carbohydrate kinase PfkB IPR011611",0.0323985227558431,1,1,1,1
"IPR008979",76,2,"FUN_000223,FUN_000083,FUN_004302,FUN_000276,FUN_000133,FUN_002083,FUN_000774,FUN_000774,FUN_000977,FUN_000346,FUN_002988,FUN_002988,FUN_002988,FUN_002988,FUN_002988,FUN_002988,FUN_002988,FUN_002988,FUN_002988,FUN_001064,FUN_001356,FUN_001840,FUN_001817,FUN_001245,FUN_007601,FUN_006081,FUN_004866,FUN_005625,FUN_008024,FUN_008059,FUN_008754,FUN_007488,FUN_008941,FUN_008514,FUN_010490,FUN_010490,FUN_013762,FUN_013762,FUN_011341,FUN_010997,FUN_010997,FUN_011371,FUN_009660,FUN_009255,FUN_010214,FUN_011216,FUN_016189,FUN_016743,FUN_016120,FUN_016120,FUN_016469,FUN_015437,FUN_016629,FUN_008019,FUN_008019,FUN_008019,FUN_008019,FUN_008019,FUN_008019,FUN_008019,FUN_008019,FUN_008019,FUN_008019,FUN_010483,FUN_010483,FUN_009596,FUN_009596,FUN_009596,FUN_005800,FUN_011368,FUN_009290,FUN_009290,FUN_009290,FUN_009290,FUN_000930,FUN_009908","Galactose-binding-like domain superfamily","FUN_009596,FUN_009908",0.312218393851047,"Galactose-binding-like domain superfamily IPR008979",0.0392522533852156,1,1,1,1
"IPR001936",10,1,"FUN_001018,FUN_004291,FUN_000931,FUN_003089,FUN_000118,FUN_000473,FUN_002223,FUN_010828,FUN_010112,FUN_002245","Ras GTPase-activating domain","FUN_000473",0.0410813676119799,"Ras GTPase-activating domain IPR001936",0.0403335454077786,1,1,1,1
"IPR004154",10,1,"FUN_000854,FUN_005214,FUN_011275,FUN_013283,FUN_014615,FUN_012599,FUN_015247,FUN_016265,FUN_015821,FUN_001287","Anticodon-binding","FUN_001287",0.0410813676119799,"Anticodon-binding IPR004154",0.0403335454077786,1,1,1,1
"IPR009019",10,1,"FUN_001704,FUN_004955,FUN_014498,FUN_014133,FUN_014288,FUN_014288,FUN_016540,FUN_016540,FUN_015472,FUN_015394","K homology domain superfamily, prokaryotic type","FUN_016540",0.0410813676119799,"K homology domain superfamily, prokaryotic type IPR009019",0.0403335454077786,1,1,1,1
"IPR036621",10,1,"FUN_000854,FUN_005214,FUN_011275,FUN_013283,FUN_014615,FUN_012599,FUN_015247,FUN_016265,FUN_015821,FUN_001287","Anticodon-binding domain superfamily","FUN_001287",0.0410813676119799,"Anticodon-binding domain superfamily IPR036621",0.0403335454077786,1,1,1,1
"IPR037213",10,1,"FUN_000243,FUN_000243,FUN_004628,FUN_004935,FUN_007931,FUN_007746,FUN_010635,FUN_004428,FUN_007810,FUN_002904","RUN domain superfamily","FUN_004935",0.0410813676119799,"RUN domain superfamily IPR037213",0.0403335454077786,1,1,1,1
"IPR001734",11,1,"FUN_001416,FUN_014313,FUN_012629,FUN_012858,FUN_015579,FUN_016677,FUN_016093,FUN_016107,FUN_015145,FUN_016824,FUN_016325","Sodium/solute symporter","FUN_001416",0.0451895043731778,"Sodium/solute symporter IPR001734",0.0442767329531567,1,1,1,1
"IPR006140",11,1,"FUN_004025,FUN_005653,FUN_014358,FUN_010845,FUN_014470,FUN_013417,FUN_016021,FUN_016177,FUN_014935,FUN_015814,FUN_016634","D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain","FUN_005653",0.0451895043731778,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain IPR006140",0.0442767329531567,1,1,1,1
"IPR011043",11,1,"FUN_002633,FUN_001834,FUN_007310,FUN_008163,FUN_007651,FUN_005201,FUN_008906,FUN_007180,FUN_008545,FUN_007751,FUN_012440","Galactose oxidase/kelch, beta-propeller","FUN_012440",0.0451895043731778,"Galactose oxidase/kelch, beta-propeller IPR011043",0.0442767329531567,1,1,1,1
"IPR022764",11,1,"FUN_000664,FUN_004074,FUN_001988,FUN_001032,FUN_004277,FUN_004085,FUN_009216,FUN_010273,FUN_015712,FUN_015712,FUN_015031","Peptidase S54, rhomboid domain","FUN_004074",0.0451895043731778,"Peptidase S54, rhomboid domain IPR022764",0.0442767329531567,1,1,1,1
"IPR036383",11,1,"FUN_000503,FUN_004269,FUN_001877,FUN_003705,FUN_003528,FUN_003528,FUN_006716,FUN_006716,FUN_006716,FUN_008849,FUN_007729","Thrombospondin type-1 (TSP1) repeat superfamily","FUN_003705",0.0451895043731778,"Thrombospondin type-1 (TSP1) repeat superfamily IPR036383",0.0442767329531567,1,1,1,1
"IPR036034",191,3,"FUN_003055,FUN_003055,FUN_003055,FUN_003055,FUN_003055,FUN_003055,FUN_003055,FUN_003055,FUN_003055,FUN_003055,FUN_003055,FUN_003055,FUN_003055,FUN_003055,FUN_003055,FUN_003055,FUN_003055,FUN_003055,FUN_003055,FUN_000059,FUN_003058,FUN_003058,FUN_003058,FUN_003058,FUN_003068,FUN_001965,FUN_000002,FUN_002760,FUN_002760,FUN_002760,FUN_004252,FUN_002041,FUN_002041,FUN_002041,FUN_002041,FUN_002041,FUN_002041,FUN_002230,FUN_002230,FUN_002230,FUN_002230,FUN_002230,FUN_002230,FUN_002230,FUN_002230,FUN_002230,FUN_002230,FUN_002230,FUN_002230,FUN_002230,FUN_002230,FUN_002230,FUN_002230,FUN_002230,FUN_002250,FUN_002250,FUN_003927,FUN_003927,FUN_000326,FUN_002721,FUN_004178,FUN_000306,FUN_003675,FUN_000692,FUN_000692,FUN_001736,FUN_001528,FUN_001528,FUN_001528,FUN_002148,FUN_001180,FUN_004393,FUN_000807,FUN_001646,FUN_002485,FUN_002485,FUN_002485,FUN_003777,FUN_000646,FUN_000646,FUN_001513,FUN_003410,FUN_004996,FUN_008529,FUN_008529,FUN_008529,FUN_008529,FUN_005453,FUN_006375,FUN_006375,FUN_006375,FUN_007818,FUN_009180,FUN_009180,FUN_009180,FUN_009180,FUN_009180,FUN_009180,FUN_009180,FUN_009180,FUN_009180,FUN_009180,FUN_009180,FUN_009180,FUN_005308,FUN_008036,FUN_005118,FUN_005118,FUN_005118,FUN_004615,FUN_008094,FUN_006736,FUN_005058,FUN_004935,FUN_006393,FUN_006383,FUN_007365,FUN_006438,FUN_007699,FUN_009143,FUN_005675,FUN_014418,FUN_010527,FUN_010626,FUN_014527,FUN_014527,FUN_013563,FUN_009998,FUN_009998,FUN_010868,FUN_009833,FUN_010605,FUN_010629,FUN_014495,FUN_014495,FUN_010894,FUN_014699,FUN_010866,FUN_010866,FUN_010866,FUN_010866,FUN_012480,FUN_012480,FUN_012480,FUN_012480,FUN_012480,FUN_016802,FUN_015803,FUN_016716,FUN_014713,FUN_015363,FUN_015830,FUN_016373,FUN_015261,FUN_016682,FUN_016682,FUN_001323,FUN_001323,FUN_005216,FUN_005216,FUN_005216,FUN_005216,FUN_005216,FUN_005216,FUN_005216,FUN_005216,FUN_005216,FUN_005216,FUN_005216,FUN_005216,FUN_005216,FUN_005216,FUN_005216,FUN_005216,FUN_001182,FUN_010112,FUN_006538,FUN_000140,FUN_000140,FUN_001952,FUN_001832,FUN_001832,FUN_005890,FUN_003697,FUN_008629,FUN_002145,FUN_007617,FUN_007602,FUN_007602,FUN_007602,FUN_001672","PDZ superfamily","FUN_003675,FUN_009180,FUN_001832",0.784654121388815,"PDZ superfamily IPR036034",0.0445808606174251,1,1,1,1
